Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Rarely,Sales,2,4,Life Sciences,1,304,4,Male,76,1,4,Sales Executive,3,Married,6828,20843,4,Y,Yes,19,3,3,80,1,1,3,3,0,0,0,0
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,305,3,Male,67,3,2,Research Scientist,1,Married,6856,16700,3,Y,No,15,3,4,80,0,6,2,3,2,2,2,0
21,No,Travel_Rarely,Research & Development,3,4,Medical,1,306,2,Male,98,2,3,Healthcare Representative,1,Single,7963,3871,4,Y,No,12,4,1,80,1,27,2,3,25,5,0,2
52,No,Travel_Rarely,Sales,25,3,Technical Degree,1,307,4,Female,98,3,1,Sales Executive,4,Married,3761,6154,2,Y,No,19,3,3,80,0,7,1,2,6,4,1,1
34,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,308,1,Female,69,2,2,Research Scientist,2,Divorced,6617,22432,4,Y,No,24,3,1,80,0,5,2,3,2,1,0,2
45,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,309,3,Male,30,3,2,Laboratory Technician,3,Married,15081,18371,4,Y,No,11,3,2,80,0,5,5,3,5,1,1,0
47,No,Travel_Rarely,Sales,18,3,Other,1,310,1,Male,31,2,3,Sales Representative,2,Divorced,3713,24206,4,Y,No,11,3,3,80,2,6,3,2,2,2,0,1
46,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,311,3,Male,58,3,4,Research Scientist,4,Single,11249,14724,1,Y,Yes,25,3,3,80,1,8,5,1,5,2,2,5
23,No,Travel_Frequently,Research & Development,17,1,Medical,1,312,2,Female,36,4,3,Research Scientist,4,Married,8315,19252,3,Y,No,23,4,3,80,2,3,4,3,0,0,0,0
52,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,313,3,Male,86,3,3,Manufacturing Director,4,Divorced,4188,2433,3,Y,No,17,3,4,80,0,4,6,4,0,0,0,0
58,Yes,Travel_Rarely,Sales,19,4,Life Sciences,1,314,2,Male,84,2,2,Sales Representative,2,Married,4404,18484,4,Y,Yes,13,3,4,80,3,4,5,3,1,1,1,0
54,No,Travel_Rarely,Research & Development,22,2,Life Sciences,1,315,2,Female,65,3,3,Laboratory Technician,1,Single,5276,3390,2,Y,Yes,18,3,4,80,0,20,3,2,19,2,2,3
41,No,Non-Travel,Research & Development,28,4,Life Sciences,1,316,3,Male,36,3,2,Laboratory Technician,3,Married,8039,2381,3,Y,Yes,17,4,3,80,1,13,5,3,9,2,1,2
46,No,Travel_Rarely,Sales,9,1,Life Sciences,1,317,4,Female,39,4,3,Sales Representative,1,Married,6257,19370,0,Y,No,21,3,3,80,0,4,4,3,1,1,1,1
48,No,Travel_Rarely,Sales,8,2,Medical,1,318,4,Male,68,3,1,Sales Representative,1,Married,3695,25468,3,Y,No,23,3,3,80,0,4,3,2,1,1,1,0
52,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,319,2,Female,87,2,1,Research Scientist,3,Married,1409,11002,3,Y,Yes,17,3,4,80,2,13,3,3,9,8,3,0
50,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,1,320,3,Male,69,2,2,Research Scientist,3,Married,7356,22757,3,Y,Yes,11,3,3,80,1,1,4,3,1,1,0,1
38,No,Travel_Rarely,Sales,27,4,Life Sciences,1,321,3,Male,43,3,2,Sales Executive,4,Married,1541,20331,3,Y,No,11,3,1,80,1,3,2,2,1,1,1,0
49,No,Travel_Frequently,Research & Development,27,4,Medical,1,322,2,Male,30,2,1,Laboratory Technician,2,Single,2165,2663,3,Y,No,22,3,1,80,0,27,2,3,23,2,1,4
40,No,Travel_Rarely,Research & Development,8,1,Medical,1,323,1,Female,46,4,3,Laboratory Technician,2,Married,3860,23196,2,Y,No,24,3,2,80,1,2,2,3,2,1,1,2
50,No,Travel_Rarely,Research & Development,7,3,Medical,1,324,3,Female,78,4,1,Research Scientist,1,Married,2372,22150,0,Y,No,12,3,1,80,0,10,1,3,7,7,0,4
20,Yes,Travel_Rarely,Sales,22,4,Life Sciences,1,325,4,Male,45,3,1,Sales Executive,4,Divorced,5946,16909,4,Y,No,12,3,2,80,0,27,2,2,26,6,4,2
35,No,Travel_Rarely,Research & Development,24,2,Life Sciences,1,326,3,Female,36,1,3,Research Scientist,4,Single,4114,25469,2,Y,No,21,3,3,80,2,6,5,2,3,1,0,3
42,No,Travel_Frequently,Sales,6,3,Life Sciences,1,327,3,Female,44,3,2,Sales Representative,4,Married,7872,8867,3,Y,No,15,3,1,80,1,3,3,3,0,0,0,0
59,No,Travel_Rarely,Human Resources,2,1,Life Sciences,1,328,3,Female,50,3,3,Human Resources,4,Single,1873,21029,3,Y,No,19,3,3,80,3,1,0,3,1,1,1,1
48,Yes,Travel_Frequently,Research & Development,29,2,Other,1,329,2,Female,95,3,2,Laboratory Technician,3,Single,3303,18587,3,Y,Yes,17,4,4,80,0,16,4,2,12,4,2,2
20,No,Travel_Rarely,Research & Development,9,3,Human Resources,1,330,4,Male,88,2,5,Healthcare Representative,3,Married,4927,5744,4,Y,Yes,24,3,2,80,3,15,5,2,13,6,1,0
57,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,331,4,Female,77,3,3,Healthcare Representative,2,Married,5042,5313,1,Y,Yes,12,3,2,80,1,12,4,2,10,3,0,0
41,No,Travel_Rarely,Research & Development,19,2,Other,1,332,1,Male,79,2,1,Healthcare Representative,3,Single,7453,2825,3,Y,No,15,3,1,80,1,4,4,4,0,0,0,0
49,No,Travel_Frequently,Research & Development,9,2,Medical,1,333,4,Male,39,3,2,Manufacturing Director,3,Divorced,2839,14595,4,Y,No,15,3,3,80,0,15,2,3,11,2,0,11
39,No,Non-Travel,Sales,2,2,Life Sciences,1,334,2,Male,81,4,1,Sales Executive,3,Divorced,3711,13329,2,Y,No,18,3,3,80,1,18,2,4,17,1,1,9
40,No,Travel_Frequently,Research & Development,28,2,Human Resources,1,335,4,Female,97,4,4,Laboratory Technician,4,Divorced,6663,24171,0,Y,Yes,19,3,3,80,1,10,3,2,6,4,2,2
19,No,Travel_Rarely,Sales,19,2,Life Sciences,1,336,2,Female,59,3,1,Sales Representative,4,Single,1314,10853,3,Y,No,18,3,3,80,0,20,1,4,19,10,0,0
44,No,Travel_Rarely,Research & Development,16,3,Marketing,1,337,2,Female,63,4,2,Manufacturing Director,4,Married,6191,13334,3,Y,No,24,3,3,80,1,16,1,2,12,4,1,0
59,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,338,2,Female,94,2,1,Laboratory Technician,4,Married,7772,7650,2,Y,Yes,23,3,4,80,0,8,5,3,7,6,1,1
19,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,339,3,Female,89,3,4,Laboratory Technician,3,Married,2207,25582,6,Y,No,12,3,1,80,1,10,3,3,6,6,0,0
43,Yes,Non-Travel,Research & Development,20,4,Medical,1,340,1,Male,37,3,2,Research Scientist,1,Married,4068,11643,3,Y,No,14,3,4,80,3,7,2,3,3,2,2,0
34,No,Travel_Frequently,Research & Development,24,4,Medical,1,341,3,Male,94,3,5,Healthcare Representative,1,Divorced,12035,9357,2,Y,No,12,3,3,80,0,3,2,3,1,1,1,1
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,342,3,Male,98,3,1,Healthcare Representative,4,Single,7301,17087,3,Y,Yes,16,3,2,80,1,9,2,2,6,6,0,3
50,No,Travel_Rarely,Human Resources,13,1,Life Sciences,1,343,4,Male,86,3,1,Human Resources,4,Divorced,6426,3165,1,Y,Yes,14,3,3,80,0,5,1,2,2,1,0,1
26,No,Travel_Rarely,Sales,22,4,Life Sciences,1,344,1,Male,74,3,1,Sales Executive,1,Divorced,8906,26451,4,Y,No,25,4,1,80,1,15,4,3,14,5,1,6
60,No,Non-Travel,Research & Development,2,1,Human Resources,1,345,3,Male,78,3,4,Healthcare Representative,4,Married,14511,9539,2,Y,Yes,17,3,3,80,2,35,2,3,35,7,0,5
56,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,346,1,Female,91,3,4,Healthcare Representative,1,Married,4969,7165,3,Y,No,23,3,2,80,0,11,4,3,9,3,0,2
46,No,Travel_Rarely,Research & Development,14,1,Medical,1,347,3,Female,68,2,1,Manufacturing Director,2,Married,3849,25848,3,Y,No,12,4,1,80,0,4,4,3,0,0,0,0
59,No,Travel_Rarely,Sales,1,3,Life Sciences,1,348,1,Female,50,1,1,Sales Executive,3,Married,8893,4340,3,Y,No,19,3,2,80,1,4,3,3,2,1,1,2
43,No,Travel_Rarely,Research & Development,15,3,Technical Degree,1,349,4,Female,82,3,3,Healthcare Representative,1,Married,4391,12841,2,Y,No,24,3,4,80,1,0,4,1,0,0,0,0
52,No,Travel_Rarely,Sales,18,5,Life Sciences,1,350,3,Male,74,3,1,Sales Executive,1,Divorced,2816,12662,0,Y,No,15,3,4,80,0,9,2,2,7,1,0,1
42,Yes,Travel_Rarely,Sales,9,4,Life Sciences,1,351,3,Female,57,3,1,Sales Executive,2,Single,3554,20398,1,Y,Yes,11,3,3,80,0,10,3,4,10,10,1,3
41,No,Non-Travel,Sales,22,3,Life Sciences,1,352,3,Male,82,2,1,Sales Representative,4,Single,5927,16343,5,Y,No,22,3,3,80,0,18,3,2,18,6,6,2
30,No,Travel_Rarely,Research & Development,8,3,Other,1,353,1,Male,38,3,1,Manufacturing Director,3,Married,3752,24490,3,Y,No,25,3,4,80,0,4,3,3,4,4,4,4
24,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,354,2,Female,90,3,2,Laboratory Technician,3,Single,3924,10409,2,Y,No,21,3,2,80,1,16,1,2,16,14,4,2
53,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,355,4,Male,56,3,1,Manufacturing Director,3,Married,2653,24821,1,Y,Yes,13,4,2,80,0,14,2,3,14,2,2,2
37,No,Travel_Rarely,Sales,9,2,Medical,1,356,4,Male,51,3,2,Sales Executive,1,Married,11628,2168,4,Y,No,14,3,3,80,1,6,2,3,2,2,0,2
18,No,Non-Travel,Research & Development,11,2,Life Sciences,1,357,1,Male,59,3,4,Healthcare Representative,4,Divorced,4001,4082,3,Y,No,13,3,3,80,0,16,3,2,14,4,0,3
25,Yes,Travel_Rarely,Research & Development,4,2,Medical,1,358,3,Female,44,1,2,Healthcare Representative,1,Married,3207,10442,1,Y,Yes,16,3,2,80,0,6,4,2,3,2,1,0
33,No,Travel_Frequently,Research & Development,7,2,Medical,1,359,3,Female,44,3,3,Healthcare Representative,4,Married,3418,9381,2,Y,Yes,23,3,4,80,0,5,3,3,2,1,1,0
31,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,360,3,Male,82,2,1,Research Scientist,3,Single,7954,5177,1,Y,Yes,23,3,2,80,1,11,4,3,7,5,3,1
29,No,Travel_Rarely,Research & Development,7,5,Life Sciences,1,361,1,Female,52,3,3,Healthcare Representative,4,Married,6932,22296,2,Y,No,16,3,3,80,0,3,1,2,2,2,0,2
40,Yes,Travel_Rarely,Research & Development,4,3,Life Sciences,1,362,2,Male,99,4,2,Healthcare Representative,1,Married,3636,18260,3,Y,Yes,20,3,3,80,3,6,5,3,6,2,1,1
32,Yes,Travel_Rarely,Research & Development,12,5,Technical Degree,1,363,2,Male,45,3,3,Manufacturing Director,3,Married,5010,22169,2,Y,Yes,23,3,4,80,0,8,3,2,6,2,2,4
45,Yes,Travel_Rarely,Research & Development,26,3,Other,1,364,4,Male,94,2,1,Manufacturing Director,1,Single,5802,14265,2,Y,No,25,3,4,80,0,5,0,3,5,4,1,0
51,No,Travel_Rarely,Research & Development,27,3,Life Sciences,1,365,3,Female,74,2,4,Research Scientist,1,Single,3221,15950,3,Y,No,21,3,3,80,0,3,3,3,3,2,1,3
19,No,Travel_Rarely,Research & Development,27,3,Life Sciences,1,366,3,Male,36,3,1,Laboratory Technician,3,Married,1950,23717,3,Y,Yes,17,4,2,80,0,8,3,2,5,5,0,5
49,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,367,4,Male,74,4,2,Manufacturing Director,2,Married,6694,18221,0,Y,Yes,24,3,3,80,1,6,2,3,6,4,4,0
40,No,Travel_Frequently,Research & Development,20,2,Medical,1,368,3,Male,68,3,5,Manufacturing Director,3,Married,3330,26752,2,Y,Yes,19,4,2,80,2,7,4,3,5,2,1,4
39,No,Travel_Frequently,Research & Development,29,4,Marketing,1,369,4,Male,79,3,2,Laboratory Technician,1,Divorced,6400,15074,1,Y,Yes,20,3,4,80,0,6,5,3,4,3,1,4
42,No,Travel_Rarely,Sales,26,5,Life Sciences,1,370,3,Female,78,3,2,Sales Executive,2,Married,5958,15633,2,Y,No,19,3,4,80,1,3,2,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,3,1,Marketing,1,371,1,Male,77,3,5,Manufacturing Director,4,Married,5082,5159,5,Y,Yes,17,3,3,80,1,10,3,3,6,5,1,6
39,Yes,Travel_Rarely,Sales,9,2,Marketing,1,372,4,Male,78,3,2,Sales Representative,3,Married,3805,10048,3,Y,Yes,21,3,4,80,3,4,1,2,1,1,0,1
59,No,Travel_Rarely,Sales,5,3,Other,1,373,3,Male,69,2,1,Sales Executive,3,Single,3359,4327,5,Y,No,25,3,3,80,0,10,5,2,7,5,0,3
23,No,Travel_Rarely,Sales,20,2,Life Sciences,1,374,2,Male,68,3,5,Sales Representative,3,Married,2482,16258,3,Y,No,11,3,1,80,0,9,2,3,9,5,0,0
32,No,Travel_Rarely,Human Resources,16,3,Life Sciences,1,375,2,Female,86,1,2,Human Resources,4,Married,3398,17664,3,Y,No,13,3,4,80,1,5,2,2,4,4,0,4
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,376,1,Male,92,3,4,Laboratory Technician,2,Married,6913,12070,6,Y,No,15,3,3,80,0,9,3,3,5,2,1,2
54,No,Non-Travel,Research & Development,21,3,Technical Degree,1,377,3,Male,85,3,1,Healthcare Representative,3,Divorced,11369,18349,2,Y,No,20,3,4,80,1,25,0,3,21,11,0,5
50,No,Travel_Rarely,Research & Development,16,2,Technical Degree,1,378,4,Male,31,3,3,Healthcare Representative,4,Single,10411,20568,3,Y,No,22,4,2,80,2,17,2,3,13,12,4,6
25,No,Non-Travel,Research & Development,19,3,Medical,1,379,4,Male,55,3,2,Healthcare Representative,4,Divorced,5362,7722,4,Y,No,21,4,4,80,0,17,1,3,17,7,0,2
22,No,Travel_Frequently,Research & Development,16,1,Life Sciences,1,380,4,Female,52,2,5,Research Scientist,3,Married,11365,6262,4,Y,No,16,3,3,80,2,14,1,3,11,11,0,1
56,No,Travel_Frequently,Human Resources,18,3,Life Sciences,1,381,1,Female,47,3,2,Human Resources,3,Married,4088,22490,2,Y,No,16,3,4,80,2,0,1,3,0,0,0,0
21,Yes,Travel_Rarely,Research & Development,15,5,Life Sciences,1,382,2,Female,97,4,1,Laboratory Technician,4,Divorced,2265,20355,7,Y,Yes,15,3,2,80,2,3,5,3,1,1,0,0
23,No,Travel_Rarely,Sales,24,3,Medical,1,383,1,Male,89,3,3,Sales Representative,3,Divorced,15561,25664,2,Y,No,16,3,3,80,1,6,5,3,5,4,0,5
49,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,384,4,Female,31,2,1,Healthcare Representative,1,Married,6766,8402,3,Y,Yes,19,3,4,80,1,2,3,4,1,1,0,0
47,No,Travel_Rarely,Human Resources,18,4,Life Sciences,1,385,2,Female,78,2,3,Human Resources,1,Married,1957,4408,4,Y,No,23,3,3,80,0,4,3,1,4,1,1,1
52,No,Travel_Frequently,Research & Development,14,4,Marketing,1,386,3,Male,67,2,4,Laboratory Technician,4,Married,12524,11749,2,Y,No,24,4,2,80,2,6,3,3,3,2,2,1
57,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,387,3,Female,60,1,2,Manufacturing Director,2,Married,3146,23725,1,Y,No,11,3,3,80,0,9,2,3,5,1,0,5
33,No,Travel_Rarely,Human Resources,16,3,Medical,1,388,2,Female,69,1,3,Human Resources,4,Single,3584,22470,4,Y,Yes,11,3,4,80,0,11,2,2,9,8,2,2
30,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,389,2,Male,82,2,1,Research Scientist,2,Single,9070,5008,3,Y,No,19,3,4,80,0,10,3,2,8,7,1,8
59,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,390,4,Male,93,4,2,Manufacturing Director,3,Divorced,11125,13810,2,Y,No,24,3,3,80,1,6,2,3,5,5,4,5
47,No,Travel_Rarely,Research & Development,16,3,Medical,1,391,4,Female,62,3,2,Healthcare Representative,1,Single,2696,13658,1,Y,No,18,3,4,80,0,15,3,3,12,11,0,7
36,No,Travel_Frequently,Sales,21,5,Other,1,392,2,Male,87,3,3,Sales Executive,1,Single,11879,11627,5,Y,No,19,4,3,80,1,7,3,3,3,2,2,0
34,No,Travel_Rarely,Research & Development,1,4,Medical,1,393,3,Female,79,1,1,Manufacturing Director,4,Divorced,8304,22412,0,Y,No,17,4,4,80,1,16,3,3,15,9,0,1
36,No,Travel_Rarely,Research & Development,28,5,Human Resources,1,394,4,Female,93,4,3,Laboratory Technician,4,Single,3041,4795,1,Y,No,20,4,3,80,0,3,4,2,0,0,0,0
45,No,Travel_Frequently,Research & Development,29,4,Other,1,395,1,Female,32,3,1,Healthcare Representative,3,Single,4240,6138,3,Y,No,16,4,2,80,0,25,3,1,21,11,0,2
43,No,Travel_Rarely,Research & Development,11,4,Medical,1,396,2,Male,90,4,3,Research Scientist,3,Married,12205,18511,1,Y,No,19,4,1,80,0,7,6,3,7,5,2,5
54,No,Travel_Frequently,Sales,11,4,Other,1,397,1,Male,39,3,1,Sales Executive,3,Married,1926,4239,1,Y,Yes,12,4,3,80,0,6,4,3,3,1,1,0
43,No,Non-Travel,Sales,2,4,Life Sciences,1,398,3,Male,95,1,4,Sales Executive,3,Married,11253,24937,2,Y,No,25,3,3,80,0,3,1,3,1,1,1,0
40,No,Travel_Frequently,Research & Development,22,3,Life Sciences,1,399,1,Female,80,3,1,Research Scientist,3,Married,8166,9581,5,Y,No,14,3,4,80,0,7,4,2,4,1,1,3
26,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,400,2,Female,59,3,2,Healthcare Representative,1,Married,6670,15091,5,Y,No,12,3,4,80,2,4,3,3,1,1,1,1
29,Yes,Travel_Frequently,Research & Development,24,4,Medical,1,401,2,Female,54,3,2,Healthcare Representative,3,Married,5318,17888,3,Y,Yes,24,3,4,80,1,4,3,3,1,1,1,1
18,No,Travel_Rarely,Sales,5,4,Marketing,1,402,3,Male,72,3,3,Sales Representative,4,Married,16027,24151,4,Y,No,16,3,1,80,1,10,3,3,6,2,0,0
18,No,Travel_Rarely,Research & Development,3,3,Marketing,1,403,4,Female,93,3,2,Laboratory Technician,4,Married,17513,18882,3,Y,No,11,3,3,80,0,9,1,3,5,2,1,4
51,No,Travel_Rarely,Sales,28,3,Life Sciences,1,404,4,Female,88,3,3,Sales Representative,1,Divorced,3397,6805,4,Y,No,17,3,3,80,0,7,5,3,7,7,0,3
49,No,Travel_Rarely,Research & Development,26,1,Medical,1,405,4,Male,91,3,2,Manufacturing Director,4,Married,7096,4018,4,Y,No,17,3,2,80,1,18,4,3,18,1,1,4
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,406,3,Male,39,3,3,Laboratory Technician,3,Married,15132,26099,0,Y,No,17,3,3,80,1,9,3,2,5,2,2,1
57,No,Travel_Frequently,Research & Development,8,3,Medical,1,407,1,Female,93,3,1,Healthcare Representative,3,Single,3068,19359,2,Y,No,24,3,2,80,0,10,2,2,6,5,2,1
18,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,408,2,Female,89,3,2,Manufacturing Director,1,Married,5686,8117,2,Y,No,14,3,1,80,0,1,4,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,29,2,Other,1,409,4,Female,49,3,2,Sales Representative,3,Single,8976,4996,2,Y,Yes,25,3,1,80,2,11,2,3,8,5,0,5
56,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,410,2,Male,78,2,1,Manufacturing Director,2,Married,1467,11883,3,Y,No,18,3,4,80,0,6,2,3,3,2,2,3
22,No,Travel_Frequently,Research & Development,27,4,Life Sciences,1,411,1,Male,56,3,1,Laboratory Technician,2,Divorced,8079,17841,1,Y,No,15,3,3,80,0,28,3,3,26,5,0,3
39,No,Travel_Rarely,Sales,25,4,Technical Degree,1,412,3,Female,80,2,5,Sales Representative,4,Married,2557,17596,3,Y,No,12,3,4,80,0,16,4,3,12,5,5,0
46,No,Travel_Frequently,Sales,22,3,Medical,1,413,2,Female,86,1,5,Sales Representative,4,Single,5515,19723,3,Y,No,15,3,3,80,1,9,1,3,5,3,0,5
20,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,414,2,Female,66,2,3,Manufacturing Director,3,Divorced,9765,10725,3,Y,No,22,3,1,80,1,0,4,3,0,0,0,0
29,No,Travel_Rarely,Sales,1,3,Medical,1,415,4,Female,32,2,1,Sales Representative,4,Single,1172,15685,3,Y,Yes,20,3,2,80,0,13,4,2,13,7,2,3
43,No,Travel_Rarely,Sales,5,1,Life Sciences,1,416,4,Male,58,2,2,Sales Executive,2,Married,7875,13110,1,Y,Yes,19,3,2,80,0,14,3,2,11,3,3,10
33,Yes,Travel_Rarely,Research & Development,21,4,Human Resources,1,417,2,Female,97,2,3,Healthcare Representative,2,Married,16697,23845,1,Y,Yes,20,3,3,80,1,4,2,3,1,1,1,0
54,No,Travel_Rarely,Research & Development,7,1,Medical,1,418,4,Male,76,3,1,Laboratory Technician,3,Single,3568,18593,3,Y,Yes,11,3,4,80,0,6,2,3,2,1,0,2
39,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,419,3,Male,98,2,5,Manufacturing Director,1,Divorced,6946,22978,2,Y,No,21,3,3,80,0,14,1,2,11,1,1,11
46,Yes,Non-Travel,Research & Development,6,3,Medical,1,420,4,Male,50,2,1,Manufacturing Director,2,Single,10950,2390,5,Y,Yes,12,4,2,80,0,5,0,3,1,1,0,1
31,No,Travel_Rarely,Sales,15,3,Life Sciences,1,421,1,Female,71,3,5,Sales Representative,2,Divorced,1889,9786,2,Y,No,20,3,1,80,0,19,2,2,17,11,2,0
45,No,Travel_Frequently,Human Resources,15,4,Technical Degree,1,422,1,Female,50,3,2,Human Resources,1,Single,7742,21426,1,Y,No,18,3,3,80,1,5,2,3,3,1,1,3
22,No,Travel_Rarely,Sales,8,1,Other,1,423,3,Male,31,3,3,Sales Executive,4,Single,9083,10221,4,Y,No,23,4,3,80,1,1,2,3,0,0,0,0
47,Yes,Non-Travel,Research & Development,2,4,Other,1,424,4,Male,98,4,1,Laboratory Technician,2,Single,7209,21083,5,Y,No,15,4,3,80,2,11,2,3,11,2,1,8
22,No,Travel_Rarely,Sales,14,1,Life Sciences,1,425,3,Female,36,3,4,Sales Representative,3,Single,5176,24955,2,Y,No,22,3,2,80,1,4,2,2,3,3,3,0
29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,426,1,Female,64,2,2,Manufacturing Director,1,Married,2696,26399,0,Y,Yes,19,3,3,80,3,7,2,3,5,3,0,4
33,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,427,1,Female,59,3,3,Research Scientist,4,Married,11325,19572,2,Y,No,16,3,2,80,3,3,4,3,0,0,0,0
43,Yes,Travel_Rarely,Sales,29,1,Medical,1,428,4,Male,73,4,3,Sales Executive,2,Divorced,5017,15347,2,Y,Yes,23,3,4,80,0,0,3,2,0,0,0,0
43,No,Travel_Frequently,Research & Development,23,4,Medical,1,429,1,Male,75,3,1,Laboratory Technician,4,Single,2857,7195,3,Y,No,18,3,1,80,0,7,0,2,7,5,4,7
38,No,Travel_Frequently,Sales,10,3,Medical,1,430,3,Male,84,2,2,Sales Executive,3,Married,4060,3168,2,Y,No,25,3,2,80,1,6,2,3,5,5,1,5
56,No,Travel_Rarely,Research & Development,15,1,Other,1,431,1,Male,30,2,2,Laboratory Technician,1,Married,6130,18493,4,Y,Yes,22,3,3,80,1,6,3,3,6,3,0,1
53,Yes,Travel_Rarely,Research & Development,23,1,Life Sciences,1,432,1,Male,83,2,2,Manufacturing Director,3,Married,1926,3621,2,Y,Yes,11,3,2,80,2,13,2,3,11,10,0,1
50,Yes,Travel_Rarely,Sales,4,3,Life Sciences,1,433,3,Male,30,3,2,Sales Executive,1,Married,4967,26720,3,Y,No,19,3,3,80,1,10,5,3,7,3,1,5
47,No,Travel_Frequently,Research & Development,12,4,Life Sciences,1,434,3,Male,92,3,2,Research Scientist,3,Married,3827,5293,2,Y,No,19,4,1,80,1,2,3,3,1,1,0,1
54,Yes,Travel_Rarely,Sales,10,3,Life Sciences,1,435,2,Male,84,3,2,Sales Executive,2,Single,10955,13527,1,Y,No,13,3,1,80,0,6,2,1,3,3,0,3
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,436,2,Female,56,3,3,Research Scientist,4,Divorced,1595,9894,3,Y,No,11,4,4,80,0,17,3,1,16,1,1,4
27,No,Travel_Rarely,Research & Development,4,4,Medical,1,437,4,Male,44,3,3,Healthcare Representative,1,Married,8632,13322,3,Y,Yes,18,3,2,80,2,14,3,4,10,4,2,1
22,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,438,2,Male,38,3,1,Research Scientist,4,Married,11501,15585,1,Y,No,18,3,2,80,3,5,2,3,5,2,2,5
53,Yes,Travel_Rarely,Human Resources,28,2,Life Sciences,1,439,3,Female,98,2,4,Human Resources,1,Single,1632,13071,3,Y,No,22,3,2,80,0,6,2,3,2,1,0,2
51,No,Travel_Rarely,Sales,28,3,Marketing,1,440,4,Female,88,3,4,Sales Executive,2,Single,1754,4086,2,Y,No,19,3,4,80,1,2,3,3,2,2,0,2
48,No,Travel_Rarely,Human Resources,6,3,Life Sciences,1,441,1,Female,52,4,2,Human Resources,3,Married,14350,21431,4,Y,No,24,3,3,80,1,13,5,4,9,2,2,2
27,No,Travel_Rarely,Research & Development,14,4,Marketing,1,442,4,Female,40,3,2,Healthcare Representative,4,Single,2856,8565,5,Y,No,16,3,4,80,0,16,2,3,13,13,2,3
36,No,Non-Travel,Sales,23,3,Life Sciences,1,443,2,Female,53,3,2,Sales Representative,2,Single,19999,7916,3,Y,No,19,3,4,80,2,9,2,3,7,3,3,7
49,No,Travel_Rarely,Research & Development,3,5,Medical,1,444,3,Female,83,2,3,Laboratory Technician,1,Divorced,1663,19409,1,Y,No,22,3,4,80,1,12,2,3,11,11,9,5
18,No,Travel_Frequently,Research & Development,15,2,Other,1,445,2,Female,60,2,3,Healthcare Representative,2,Married,5442,20493,0,Y,Yes,20,3,3,80,0,10,3,2,10,2,2,7
22,Yes,Travel_Rarely,Research & Development,26,4,Life Sciences,1,446,4,Female,51,3,1,Research Scientist,1,Married,4846,24922,2,Y,No,19,3,4,80,0,2,4,3,1,1,1,1
21,No,Travel_Rarely,Sales,1,3,Medical,1,447,2,Male,43,3,3,Sales Executive,1,Single,4337,9512,3,Y,No,22,3,3,80,0,5,2,2,3,3,0,3
33,No,Travel_Rarely,Sales,19,3,Technical Degree,1,448,2,Male,34,1,1,Sales Representative,3,Divorced,6488,14899,5,Y,Yes,23,3,4,80,0,5,4,4,1,1,1,1
